"id","dishSoapNoPrice","dishSoapWithPrice","coffeeNoPrice","coffeeWithPrice","handSoapNoPrice","handSoapWithPrice","toiletPaperNoPrice","toiletPaperWithPrice","laundryNoPrice","laundryWithPrice","cleaningSprayNoPrice","cleaningSprayWithPrice","juiceNoPrice","juiceWithPrice","riceNoPrice","riceWithPrice","toothpasteNoPrice","toothpasteWithPrice","willingToPayPremium","howMuchPremium","dishSoapPriceDifference","coffeePriceDifference","handSoapPriceDifference","toiletPaperPriceDifference","laundryPriceDifference","cleaningSprayPriceDifference","juicePriceDifference","ricePriceDifference","toothpastePriceDifference"
"levvftn7yab5cp38i6levsya50znf61f",2.63,0.61,8.51,8.51,0.77,0.77,0.66,0.66,10.09,3.25,2.32,2.32,3.23,2.77,3.85,3.85,3.09,3.09,1,"£1-£2",2.02,0,0,0,6.84,0,0.46,0,0
"gsai52g5rdqz4i4ofhgsai50foc0twiy",2.63,0.61,8.51,4.64,2.71,0.77,0.66,0.66,9.31,3.25,3.85,2.32,3.23,2.77,2.54,2,5.41,0.66,0,"50p-£1",2.02,3.87,1.94,0,6.06,1.53,0.46,0.54,4.75
"nz5cc6i6bdyraoh6ygnz5ccs49lia43l",2.63,0.61,7.89,7.89,6.3,0.77,0.81,0.81,9.31,9.31,3.85,3.85,3.23,3.23,4.31,4.31,0.66,0.66,1,"£1-£2",2.02,0,5.53,0,0,0,0,0,0
"bq3icr6v1td4e0i9bq3iqd705y4vngrp",2.63,2.09,4.64,4.64,0.77,0.77,0.66,0.64,9.31,9.31,3.1,3.1,4.62,2.23,3.85,2,3.09,3.09,1,"50p-£1",0.54,0,0,0.02,0,0,2.39,1.85,0
"qe0dy7ym7etpov47ssqe0dy7ydfeuf36",2.63,2.09,7.89,4.64,0.77,0.77,0.66,0.66,3.25,3.25,2.32,2.32,2.77,2.23,4.31,2,3.09,3.09,1,"50p-£1",0.54,3.25,0,0,0,0,0.54,2.31,0
"ajv9mzlyrozcqrvihaajv9mm4yg90auy",2.63,2.09,8.51,6.96,6.3,6.3,0.66,0.66,3.25,9.31,3.1,3.1,3.23,3.23,2.54,2.54,3.09,3.09,1,"50p-£1",0.54,1.55,0,0,-6.06,0,0,0,0
"fegvdfgt23qv9dw8fegvdfgz7kmx66d4",2.63,0.61,7.89,4.64,6.3,0.77,0.66,0.64,3.25,3.25,2.24,2.24,2.77,2.77,2,2,3.09,0.66,1,"10p-50p",2.02,3.25,5.53,0.02,0,0,0,0,2.43
"6zqpuwrz21ay8ny8e116zqpu2ooaeyj2",2.63,2.09,7.89,4.64,0.77,0.77,0.81,0.81,10.09,9.31,3.1,3.1,2.77,2.77,2,2,3.09,3.09,0,"10p-50p",0.54,3.25,0,0,0.779999999999999,0,0,0,0
"ldrvkzz31qc77pmun8wafk66ldrvkzd8",0.61,0.61,8.51,4.64,6.3,0.77,0.66,0.66,10.09,3.25,2.32,2.32,3.23,2.23,2,2,3.09,3.09,1,"50p-£1",0,3.87,5.53,0,6.84,0,1,0,0
"gnha114cbv0v0rkslotgnha1k615ul9b",2.63,0.61,8.51,4.64,2.71,0.77,0.66,0.66,9.31,3.25,3.85,3.85,3.23,3.23,4.31,2,5.41,5.41,1,"50p-£1",2.02,3.87,1.94,0,6.06,0,0,2.31,0
"cgssie6jire3fycgsaux2lp03en6fc6o",2.09,0.61,6.96,4.64,6.3,0.77,0.66,0.66,3.25,3.25,2.32,2.32,3.23,2.23,4.31,2,0.66,0.66,1,"50p-£1",1.48,2.32,5.53,0,0,0,1,2.31,0
"qqqqd4kjpuhjoowiakqvkqqqqdqz2sbj",2.63,0.61,8.51,6.96,6.3,0.77,0.81,0.66,10.09,3.25,2.32,2.32,2.77,2.23,2.54,2,3.09,0.66,1,"£1-£2",2.02,1.55,5.53,0.15,6.84,0,0.54,0.54,2.43
"lymm95v58329iailymm910ih7if22jn0",2.63,2.09,8.51,6.96,6.3,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.77,2,2,3.09,0.66,1,"10p-50p",0.54,1.55,5.53,0,6.84,0,0,0,2.43
"q6p5ujprlxvwjq6p5c5v9lqtt029d43u",2.63,2.63,8.51,4.64,2.71,2.71,0.66,0.66,9.31,9.31,2.32,2.32,2.23,2.23,2,2,5.41,3.09,1,"£1-£2",0,3.87,0,0,0,0,0,0,2.32
"e6nqqw697zxdetue6rqxwzjbgelafyrq",2.63,2.63,8.51,4.64,2.71,2.71,0.66,0.66,9.31,3.25,3.85,3.85,4.62,3.23,2,2,5.41,0.66,1,"£1-£2",0,3.87,0,0,6.06,0,1.39,0,4.75
"x7qq7nf09jnmfnpx7qvq9wzeo6d1e7b0",2.63,2.63,4.64,4.64,2.71,0.77,0.81,0.81,9.31,9.31,2.24,2.24,2.77,2.77,3.85,3.85,3.09,3.09,1,"£1-£2",0,0,1.94,0,0,0,0,0,0
"lid0291e389xuvf6hslidj2a7k3n55ti",2.63,0.61,8.51,6.96,0.77,0.77,0.66,0.66,10.09,10.09,2.24,2.24,2.23,2.23,3.85,3.85,5.41,0.66,1,"50p-£1",2.02,1.55,0,0,0,0,0,0,4.75
"xlylub8u9xgp2b9hq4a6xlylub80zo0w",2.09,2.09,8.51,4.64,2.71,2.71,0.81,0.81,9.31,3.25,2.24,2.24,2.77,2.77,2.54,2,3.09,3.09,0,"50p-£1",0,3.87,0,0,6.06,0,0,0.54,0
"l5cmtjvk8vvp6u8ojwdl5cmtjqugvkan",2.63,0.61,7.89,4.64,6.3,2.71,0.81,0.66,10.09,3.25,2.24,2.24,3.23,2.23,2.54,2,3.09,3.09,0,"50p-£1",2.02,3.25,3.59,0.15,6.84,0,1,0.54,0
"bimdxuhn45z9xlnhebimdxuhmtprnimi",2.63,2.63,4.64,8.51,2.71,2.71,0.81,0.66,9.31,9.31,3.1,3.1,2.77,2.77,3.85,2,3.09,3.09,1,"£1-£2",0,-3.87,0,0.15,0,0,0,1.85,0
"aan81adpyk9mkxls6kl39opaan81adpy",2.09,2.09,6.96,4.64,0.77,0.77,0.81,0.64,3.25,3.25,3.1,3.1,3.23,2.23,2,2,0.66,0.66,1,"£1-£2",0,2.32,0,0.17,0,0,1,0,0
"0b1tkf3ta33pjqbis1i0b1z08vqkombg",2.09,0.61,8.51,6.96,6.3,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.23,4.31,2,3.09,3.09,1,"50p-£1",1.48,1.55,5.53,0,6.84,0,0.54,2.31,0
"jshvp9gpejhj09rjjshvg2qornrcdf0w",2.63,0.61,8.51,4.64,6.3,0.77,0.66,0.64,10.09,3.25,2.32,2.24,2.77,2.77,2.54,2,5.41,0.66,0,"I would not be willing to pay extra",2.02,3.87,5.53,0.02,6.84,0.0799999999999996,0,0.54,4.75
"2wvi0w3xr1sxohp5l1bhqr0p2wvi0w3x",2.09,2.09,4.64,4.64,6.3,2.71,0.66,0.66,3.25,3.25,3.1,2.24,2.23,2.23,4.31,2.54,0.66,0.66,0,"50p-£1",0,0,3.59,0,0,0.86,0,1.77,0
"oavxlqpvqfrk56wh5oavxkf29sn6wy5d",2.63,2.63,8.51,6.96,2.71,0.77,0.66,0.66,9.31,3.25,3.85,2.24,3.23,2.23,2.54,2,5.41,0.66,1,"£1-£2",0,1.55,1.94,0,6.06,1.61,1,0.54,4.75
"6fx89hl3m7kzo0aqp6fx89h3hc6usca8",2.09,2.09,8.51,8.51,6.3,6.3,0.66,0.66,3.25,3.25,2.24,2.24,2.77,2.77,4.31,3.85,0.66,0.66,0,"£1-£2",0,0,0,0,0,0,0,0.46,0
"egk86g22xrg27dah9gj4egk86po8u6lx",2.63,0.61,7.89,7.89,6.3,0.77,0.66,0.66,3.25,3.25,3.1,2.24,2.23,2.23,2.54,2,3.09,0.66,1,"10p-50p",2.02,0,5.53,0,0,0.86,0,0.54,2.43
"35byfz2cxn5nb5o35byfujh0riro2b2t",2.63,2.63,8.51,6.96,6.3,2.71,0.81,0.81,10.09,10.09,3.85,3.85,4.62,3.23,4.31,4.31,5.41,5.41,1,"50p-£1",0,1.55,3.59,0,0,0,1.39,0,0
"frsjlkrwa7u0ylsny3frsj6dvoq9v5x1",2.63,2.63,8.51,6.96,0.77,0.77,0.81,0.81,9.31,9.31,2.24,2.24,2.77,2.77,3.85,3.85,3.09,3.09,1,"£1-£2",0,1.55,0,0,0,0,0,0,0
"vo8uigt2mv6pchmuvo8ui20zc10obky5",2.63,0.61,4.64,4.64,0.77,0.77,0.81,0.81,3.25,3.25,2.32,2.32,2.77,2.77,2.54,2,0.66,0.66,0,"10p-50p",2.02,0,0,0,0,0,0,0.54,0
"6g1rtvgxgbpmm0lexmu6g1rtvgqn8w5s",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.66,3.25,3.25,2.24,2.24,2.23,2.23,2,2,3.09,0.66,1,"50p-£1",1.48,3.87,0,0.15,0,0,0,0,2.43
"riohu3asj72qebwlnriohuegk7g4cki8",2.63,0.61,8.51,6.96,2.71,0.77,0.66,0.66,10.09,3.25,3.85,3.85,3.23,2.23,3.85,2,3.09,3.09,1,"£1-£2",2.02,1.55,1.94,0,6.84,0,1,1.85,0
"rdfrpu5kscypi10n6yrdfrn0w0m56ohg",2.63,0.61,8.51,4.64,2.71,2.71,0.81,0.64,3.25,3.25,2.32,2.32,3.23,2.23,3.85,2,0.66,0.66,0,"10p-50p",2.02,3.87,0,0.17,0,0,1,1.85,0
"34dqxnyg2x5zjhz1mpxd34d9cua799nu",2.09,2.09,7.89,4.64,0.77,0.77,0.81,0.66,3.25,3.25,2.24,2.24,2.77,2.77,2.54,2.54,3.09,3.09,1,"50p-£1",0,3.25,0,0.15,0,0,0,0,0
"nhf8co9zj8s4yu6a6kanhf8bn5d3zp0l",2.63,2.09,4.64,6.96,0.77,0.77,0.81,0.81,10.09,9.31,2.24,2.24,2.77,2.77,3.85,3.85,3.09,3.09,1,"50p-£1",0.54,-2.32,0,0,0.779999999999999,0,0,0,0
"mhxtrcokkmribmhxt4u8b4k8l5la8z5b",2.63,2.09,7.89,6.96,0.77,0.77,0.66,0.66,3.25,3.25,3.1,3.1,2.77,2.77,4.31,2,3.09,3.09,1,"£1-£2",0.54,0.93,0,0,0,0,0,2.31,0
"zss5zzw6k9htjyj6xbzss5zzw1v96ry7",2.09,2.09,8.51,8.51,0.77,0.77,0.64,0.64,9.31,9.31,2.24,2.24,2.77,2.77,2,2,3.09,3.09,0,"I would not be willing to pay extra",0,0,0,0,0,0,0,0,0
"z2iatlul5o851nger6okaz2iatlue7xg",2.09,0.61,8.51,4.64,2.71,0.77,0.81,0.64,9.31,3.25,2.24,2.24,2.77,2.23,3.85,2,3.09,3.09,0,"10p-50p",1.48,3.87,1.94,0.17,6.06,0,0.54,1.85,0
"vxckg6sow2mdwawnvg75wvxckg6z641y",2.63,0.61,8.51,4.64,6.3,0.77,0.81,0.64,3.25,3.25,3.1,2.24,2.23,2.23,2,2,0.66,0.66,1,"50p-£1",2.02,3.87,5.53,0.17,0,0.86,0,0,0
"g0udjow1o1j6ntbp8g0udjokmxxo7vvd",2.63,2.63,8.51,4.64,2.71,0.77,0.81,0.81,10.09,10.09,3.85,2.32,2.77,2.77,3.85,3.85,5.41,5.41,1,"50p-£1",0,3.87,1.94,0,0,1.53,0,0,0
"7ilmf3y7dvzsvi7ilmfmw7c8q3rniykv",0.61,0.61,7.89,4.64,0.77,0.77,0.66,0.66,9.31,3.25,2.32,2.32,3.23,2.23,3.85,2,5.41,5.41,1,"50p-£1",0,3.25,0,0,6.06,0,1,1.85,0
"3jkhaxk0i00w4ekea3jkhw8i2uameoea",2.09,0.61,4.64,4.64,6.3,0.77,0.81,0.64,9.31,3.25,2.24,2.24,2.77,2.77,2.54,2.54,3.09,0.66,1,"10p-50p",1.48,0,5.53,0.17,6.06,0,0,0,2.43
"w8wac77em2jr64giw8wac0h8jziz9xqx",2.63,0.61,8.51,4.64,0.77,0.77,0.66,0.66,10.09,3.25,2.24,2.24,2.23,2.23,3.85,2,3.09,0.66,1,"10p-50p",2.02,3.87,0,0,6.84,0,0,1.85,2.43
"jsc48sh5rl8decqgankmqjsc48xegp6y",2.63,2.09,8.51,8.51,0.77,0.77,0.64,0.64,9.31,3.25,3.85,2.24,2.77,2.77,2.54,2.54,3.09,3.09,0,"I would not be willing to pay extra",0.54,0,0,0,6.06,1.61,0,0,0
"i7dvng3evi78vbvt6rfmi7dvuy0trrjj",2.63,0.61,7.89,4.64,0.77,0.77,0.66,0.64,10.09,3.25,2.24,2.32,2.77,2.23,3.85,2,3.09,0.66,0,"I would not be willing to pay extra",2.02,3.25,0,0.02,6.84,-0.0799999999999996,0.54,1.85,2.43
"atc16clr7xrorsmvjatc16c1aj2l0xs9",2.09,2.09,8.51,6.96,0.77,0.77,0.81,0.81,9.31,3.25,2.24,2.24,2.77,2.77,2,2,0.66,0.66,1,"£1-£2",0,1.55,0,0,6.06,0,0,0,0
"doxp54d7fvonn8rcalldoxp54g5x3c1k",2.63,0.61,6.96,4.64,0.77,0.77,0.66,0.66,3.25,3.25,3.1,2.32,2.77,2.23,2,2,3.09,0.66,0,"10p-50p",2.02,2.32,0,0,0,0.78,0.54,0,2.43
"9v9ndpsla3qhyp6w2vde8e9v9ndpsof6",2.63,2.63,8.51,6.96,2.71,2.71,0.66,0.66,10.09,10.09,3.85,2.32,3.23,3.23,2,2,5.41,3.09,1,"50p-£1",0,1.55,0,0,0,1.53,0,0,2.32
"gpi6nj4t6kbkmhkf6oqludagpi6bldms",2.63,0.61,7.89,4.64,2.71,0.77,0.66,0.66,3.25,3.25,2.32,2.32,3.23,3.23,2.54,2.54,3.09,0.66,1,"£1-£2",2.02,3.25,1.94,0,0,0,0,0,2.43
"ztrl2d9o1rhf44ucxqhztrl2jpptb7fj",2.63,0.61,8.51,6.96,2.71,0.77,0.66,0.66,3.25,3.25,3.1,3.1,4.62,2.77,4.31,2.54,3.09,0.66,1,"£1-£2",2.02,1.55,1.94,0,0,0,1.85,1.77,2.43
"4gdding4bhn61epiy7mo44gddinoc6ve",2.09,2.09,7.89,7.89,6.3,0.77,0.81,0.81,9.31,3.25,2.24,2.24,2.77,2.77,2,2,3.09,3.09,0,"50p-£1",0,0,5.53,0,6.06,0,0,0,0
"11b7dqjoydd2inqdv11b7dqd4hb9alsj",2.09,2.09,7.89,4.64,0.77,0.77,0.81,0.64,3.25,3.25,2.24,2.24,2.77,2.77,2.54,2.54,3.09,3.09,0,"50p-£1",0,3.25,0,0.17,0,0,0,0,0
"5eb7ehh2t775n345eb7e41xg35ah8we5",2.09,2.09,8.51,8.51,0.77,0.77,0.81,0.81,9.31,3.25,2.24,2.24,2.77,2.77,3.85,2,3.09,0.66,1,"50p-£1",0,0,0,0,6.06,0,0,1.85,2.43
"oqovvfc9visai8foqov64pspulja4d9b",2.63,2.09,7.89,4.64,6.3,0.77,0.81,0.64,3.25,3.25,2.24,2.24,2.77,2.77,4.31,2,3.09,3.09,0,"10p-50p",0.54,3.25,5.53,0.17,0,0,0,2.31,0
"uogydzjrqw2g3v9ytuogydzznk55g1ut",2.63,0.61,7.89,4.64,2.71,0.77,0.66,0.66,10.09,10.09,3.85,2.32,2.23,2.23,2.54,2.54,3.09,0.66,0,"50p-£1",2.02,3.25,1.94,0,0,1.53,0,0,2.43
"f6bgqfuuspsx9ks8yg0a5bf6bgqsy1bf",2.09,0.61,4.64,4.64,6.3,0.77,0.81,0.81,3.25,3.25,2.24,2.24,3.23,3.23,2.54,2.54,3.09,3.09,1,"50p-£1",1.48,0,5.53,0,0,0,0,0,0
"sbkab1wmq26e3osbkab1eqs0tplz38us",2.09,2.09,8.51,4.64,2.71,0.77,0.81,0.64,10.09,3.25,3.85,2.24,2.77,2.77,2.54,2,3.09,3.09,1,"I would not be willing to pay extra",0,3.87,1.94,0.17,6.84,1.61,0,0.54,0
"x430ma3wvinnhkpfpnx430mco2h81oms",2.63,2.09,4.64,4.64,0.77,0.77,0.81,0.66,3.25,3.25,2.24,2.24,2.77,2.77,3.85,2,3.09,3.09,0,"10p-50p",0.54,0,0,0.15,0,0,0,1.85,0
"djn2gj1t3dvys7p1yb39sddjn2grefpa",2.63,2.63,7.89,7.89,2.71,2.71,0.66,0.66,3.25,3.25,3.85,2.32,2.23,2.23,2.54,2.54,5.41,3.09,1,"50p-£1",0,0,0,0,0,1.53,0,0,2.32
"ovvhul6xllix75novvhuol377wnzakcm",2.63,2.63,8.51,4.64,2.71,2.71,0.64,0.66,9.31,9.31,2.32,2.32,2.77,2.23,2.54,2,3.09,3.09,1,"50p-£1",0,3.87,0,-0.02,0,0,0.54,0.54,0
"j4edqptk27fjc3nvpj4w22rgw493jp9r",2.63,2.09,4.64,4.64,6.3,0.77,0.81,0.81,9.31,9.31,2.24,2.24,2.77,2.77,2.54,2.54,0.66,0.66,1,"£1-£2",0.54,0,5.53,0,0,0,0,0,0
"oqavt7x3w0dloqafpr0pobuyvpo24kfp",2.63,2.09,6.96,6.96,6.3,2.71,0.81,0.66,10.09,3.25,2.24,2.24,2.77,2.77,2.54,2.54,3.09,3.09,1,"£1-£2",0.54,0,3.59,0.15,6.84,0,0,0,0
"xlqhqare1mwkfy0nrxlqhl1wu94q56s6",2.63,2.63,8.51,6.96,2.71,2.71,0.66,0.66,10.09,10.09,2.32,2.32,3.23,3.23,3.85,3.85,3.09,3.09,1,"£1-£2",0,1.55,0,0,0,0,0,0,0
"8a7teup0vlsn7m1dq8a7nc7i8u92u8fm",2.63,2.63,8.51,8.51,6.3,0.77,0.66,0.66,9.31,9.31,3.85,3.85,3.23,3.23,3.85,3.85,5.41,3.09,1,"£2-£5",0,0,5.53,0,0,0,0,0,2.32
"5yjsdqld0hz4dlpx5yja0gtj8qjl3zof",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.64,9.31,3.25,2.24,2.24,2.77,2.23,2.54,2,3.09,0.66,1,"50p-£1",1.48,3.87,0,0.17,6.06,0,0.54,0.54,2.43
"37twmbem1e537sq8u37twmbqwjjsi75l",0.61,0.61,4.64,4.64,6.3,0.77,0.66,0.66,3.25,3.25,2.32,2.32,3.23,2.23,3.85,2,5.41,5.41,1,"£1-£2",0,0,5.53,0,0,0,1,1.85,0
"quimgqmkvh1dy7k0xh9quimnrjszkahv",2.63,2.63,6.96,6.96,0.77,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.23,2.54,2,3.09,3.09,1,"50p-£1",0,0,0,0,6.84,0,0.54,0.54,0
"dy9ypvuye7hy1225ypdy9ypvk2s3ezpg",2.63,0.61,6.96,6.96,2.71,0.77,0.64,0.64,3.25,3.25,3.1,3.1,2.77,2.77,3.85,2,3.09,0.66,1,"50p-£1",2.02,0,1.94,0,0,0,0,1.85,2.43
"6349cjvkjqzzjxdjjbnh6349cjvk8ijb",2.63,2.09,7.89,4.64,2.71,0.77,0.66,0.66,10.09,3.25,2.32,2.32,2.77,2.77,2,2,3.09,0.66,1,"50p-£1",0.54,3.25,1.94,0,6.84,0,0,0,2.43
"gzue1dd3y81dhp14gzue1qevr4oavbrg",2.09,2.09,7.89,6.96,0.77,0.77,0.81,0.81,10.09,10.09,2.24,2.24,2.77,2.77,4.31,4.31,0.66,0.66,1,"10p-50p",0,0.93,0,0,0,0,0,0,0
"lt03l89xfmf7ba3dlt030zssr82n4xzv",2.63,0.61,6.96,4.64,0.77,0.77,0.66,0.66,10.09,3.25,3.1,2.24,2.77,2.23,2.54,2,3.09,0.66,1,"50p-£1",2.02,2.32,0,0,6.84,0.86,0.54,0.54,2.43
"d2ecfrwioqfpd6u7d2eculmkp44x9mz7",2.09,2.09,8.51,4.64,6.3,2.71,0.81,0.81,9.31,9.31,2.24,2.24,2.77,2.77,2.54,2.54,3.09,3.09,0,"50p-£1",0,3.87,3.59,0,0,0,0,0,0
"n24hqgt9dcyxp7p7zhv7n24hqgtmf36r",2.63,2.09,7.89,7.89,0.77,0.77,0.81,0.64,10.09,10.09,3.1,2.24,3.23,2.23,2.54,2,3.09,0.66,0,"50p-£1",0.54,0,0,0.17,0,0.86,1,0.54,2.43
"xz1ixw46lxd1ukc1lzxz1ixweasripcl",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.64,10.09,3.25,2.24,2.24,3.23,2.23,3.85,2,0.66,0.66,0,"10p-50p",1.48,3.87,0,0.17,6.84,0,1,1.85,0
"ngcso5i2n4ohb66u5ef7ngcso5ci6tgp",2.63,2.63,8.51,6.96,6.3,2.71,0.66,0.66,10.09,10.09,3.85,2.32,3.23,3.23,2.54,2.54,5.41,3.09,1,"£1-£2",0,1.55,3.59,0,0,1.53,0,0,2.32
"t13q13mtdnv67kt3onbbeyklut13q13m",2.63,0.61,7.89,4.64,0.77,0.77,0.66,0.66,3.25,3.25,2.32,2.32,2.77,2.77,4.31,2,3.09,3.09,1,"50p-£1",2.02,3.25,0,0,0,0,0,2.31,0
"nsglgbp6qqglib8agnsglom30q9p62et",2.63,2.63,8.51,8.51,6.3,6.3,0.66,0.66,9.31,9.31,3.85,3.85,3.23,3.23,3.85,3.85,5.41,5.41,1,"£1-£2",0,0,0,0,0,0,0,0,0
"y2cguogkoxox2k8sg2dr1y2cguogkgq3",2.63,2.63,4.64,4.64,6.3,0.77,0.66,0.66,10.09,10.09,2.32,2.32,3.23,2.23,2.54,2,3.09,0.66,1,"£2-£5",0,0,5.53,0,0,0,1,0.54,2.43
"fq7z4389ue7f2l7wafq7z43wldlr3739",2.09,2.09,6.96,6.96,0.77,0.77,0.66,0.66,10.09,3.25,2.24,2.24,2.77,2.77,4.31,2,3.09,3.09,1,"£1-£2",0,0,0,0,6.84,0,0,2.31,0
"gbiq0rd8tyftg4mts0gbiq0rjfqczxea",2.09,0.61,8.51,6.96,0.77,0.77,0.66,0.66,3.25,3.25,3.1,2.32,2.77,2.77,2,2,5.41,0.66,1,"£1-£2",1.48,1.55,0,0,0,0.78,0,0,4.75
"va3u12hubl76dbl4va3u1j654d17p7e7",2.09,0.61,8.51,6.96,0.77,0.77,0.81,0.66,9.31,9.31,2.24,2.24,2.77,2.77,3.85,2,0.66,0.66,1,"50p-£1",1.48,1.55,0,0.15,0,0,0,1.85,0
"285wy2v0m82yknld2856l3hz40kdrf62",2.09,0.61,4.64,8.51,0.77,0.77,0.81,0.64,9.31,3.25,3.1,2.32,2.77,2.77,2,2,0.66,0.66,0,"10p-50p",1.48,-3.87,0,0.17,6.06,0.78,0,0,0
"6lslj936819131jlarqw6lslo3my06d1",2.09,2.09,8.51,6.96,2.71,0.77,0.66,0.64,3.25,3.25,3.85,2.24,4.62,2.23,3.85,2,5.41,0.66,0,"10p-50p",0,1.55,1.94,0.02,0,1.61,2.39,1.85,4.75
"963yv4e1mp6uai1963yvj6d5e7nivduz",2.09,2.09,8.51,8.51,0.77,0.77,0.66,0.66,3.25,3.25,3.1,2.24,2.77,2.23,2.54,2.54,3.09,3.09,1,"£1-£2",0,0,0,0,0,0.86,0.54,0,0
"6jnswy615dqa5uk66jnsw251s14jk7cu",2.09,0.61,8.51,4.64,6.3,0.77,0.81,0.64,9.31,3.25,3.1,2.24,2.77,2.77,4.31,2,0.66,0.66,0,"50p-£1",1.48,3.87,5.53,0.17,6.06,0.86,0,2.31,0
"mlogp2m9z7wf4z3yqs0nt6mlogp2m94f",2.63,2.09,7.89,7.89,2.71,2.71,0.81,0.81,9.31,9.31,2.24,2.24,2.77,2.77,2.54,2.54,3.09,3.09,1,"10p-50p",0.54,0,0,0,0,0,0,0,0
"ldx0mhuidmn9hvmeaasxhldx0miqriuk",2.63,0.61,8.51,4.64,0.77,0.77,0.66,0.66,3.25,3.25,2.24,2.24,2.77,2.77,2,2,3.09,3.09,0,"10p-50p",2.02,3.87,0,0,0,0,0,0,0
"adxx1vt6ogj8adx6yiuspewxpakimrca",2.63,2.09,8.51,6.96,0.77,0.77,0.66,0.64,9.31,3.25,3.85,2.24,2.77,2.77,2.54,2.54,3.09,0.66,1,"50p-£1",0.54,1.55,0,0.02,6.06,1.61,0,0,2.43
"3y20y8xxv12ctjws3y20yt39svgkgvv0",2.63,2.63,6.96,6.96,6.3,6.3,0.66,0.66,3.25,3.25,2.32,2.32,4.62,3.23,4.31,2,3.09,3.09,1,"50p-£1",0,0,0,0,0,0,1.39,2.31,0
"ctbkef1r3at9jblowd6wlkvctbkefg2b",2.63,0.61,7.89,7.89,6.3,0.77,0.66,0.66,3.25,3.25,3.1,2.32,3.23,2.23,3.85,3.85,3.09,3.09,1,"10p-50p",2.02,0,5.53,0,0,0.78,1,0,0
"i8swk6p4uqyc5n2l05s4yi8swk0uiony",2.63,0.61,6.96,6.96,6.3,6.3,0.66,0.66,3.25,3.25,2.24,2.24,3.23,3.23,2.54,2.54,0.66,0.66,1,"£1-£2",2.02,0,0,0,0,0,0,0,0
"svd1yfpsbasuhpw1r6o6gsvd1yfpsq28",2.09,0.61,4.64,4.64,6.3,0.77,0.64,0.64,9.31,9.31,3.1,2.24,2.77,2.77,3.85,2,3.09,3.09,1,"£1-£2",1.48,0,5.53,0,0,0.86,0,1.85,0
"7clfklccgu2xu0v4vdagvsjbb7clfklc",2.63,0.61,8.51,8.51,6.3,0.77,0.66,0.66,10.09,3.25,3.85,3.85,2.77,2.77,2.54,2.54,3.09,0.66,1,"10p-50p",2.02,0,5.53,0,6.84,0,0,0,2.43
"if4w3z5yspx80rv55irif4w3dkfyq5i0",2.63,2.63,6.96,6.96,0.77,0.77,0.81,0.81,10.09,10.09,2.24,2.24,2.77,2.77,3.85,3.85,3.09,3.09,1,"£2-£5",0,0,0,0,0,0,0,0,0
"0aap0x815zyftq1s1ygij10aap0x8x5x",2.09,2.09,8.51,4.64,0.77,0.77,0.81,0.81,9.31,9.31,3.1,3.1,3.23,2.77,4.31,4.31,3.09,3.09,1,"50p-£1",0,3.87,0,0,0,0,0.46,0,0
"8c0id32ghnd6fkj8c0id91994mc356ol",2.09,2.09,6.96,8.51,0.77,0.77,0.81,0.81,10.09,10.09,2.24,2.24,2.77,2.77,2,2,3.09,3.09,0,"50p-£1",0,-1.55,0,0,0,0,0,0,0
"cwfoyst26sb9y7cwfo6wnsnsdajpgt3r",2.09,0.61,8.51,4.64,0.77,0.77,0.81,0.81,10.09,10.09,2.32,2.32,2.23,2.23,2,2,3.09,3.09,1,"£1-£2",1.48,3.87,0,0,0,0,0,0,0
"umu1wulz3xsoltp8w2umu1wjyjuot2y9",2.63,2.63,7.89,4.64,2.71,2.71,0.66,0.66,9.31,3.25,3.85,3.85,2.77,2.77,3.85,3.85,5.41,3.09,1,"50p-£1",0,3.25,0,0,6.06,0,0,0,2.32
"9180ignlxhcxzi42jx9180igl4mo4kzz",2.09,0.61,4.64,4.64,0.77,0.77,0.81,0.64,3.25,3.25,2.24,2.24,4.62,2.23,2,2,3.09,3.09,0,"10p-50p",1.48,0,0,0.17,0,0,2.39,0,0
"k6ihfqfqrfqm0oif6lqk6ihfpks6ul7p",2.63,2.09,6.96,6.96,0.77,0.77,0.66,0.66,3.25,3.25,3.1,2.24,2.77,2.23,3.85,2.54,3.09,3.09,1,"50p-£1",0.54,0,0,0,0,0.86,0.54,1.31,0
"3j4ttj78w6kaiac8nd3j4ttpgxoktcku",2.63,0.61,8.51,4.64,2.71,0.77,0.81,0.64,10.09,3.25,2.32,2.32,2.77,2.23,2.54,2.54,3.09,0.66,1,"50p-£1",2.02,3.87,1.94,0.17,6.84,0,0.54,0,2.43
"hkcj14skvag6if9lt0xhkcjwwehiqx0w",2.09,2.09,8.51,4.64,0.77,0.77,0.81,0.64,9.31,3.25,3.1,2.24,3.23,2.23,4.31,2,3.09,3.09,0,"I would not be willing to pay extra",0,3.87,0,0.17,6.06,0.86,1,2.31,0
